# time, X, Y, Z
1.652340819883346558e+04,2.542518194766489323e+05,-1.482037459267852828e+06,-3.212054419165498577e+06
1.663943739640712738e+04,6.183914513277274091e+05,-1.313621366389401257e+06,-3.234217225184077863e+06
1.687871065270900726e+04,1.339259006145582534e+06,-9.155865197059111670e+05,-3.148224338072578423e+06
1.712671892142295837e+04,2.008784273003910901e+06,-4.503761362436538911e+05,-2.876560117261040956e+06
1.740155316901206970e+04,2.610601851950657088e+06,9.511442422258206352e+04,-2.377004871167025995e+06
1.765252155590057373e+04,2.994466208671474364e+06,5.882231724458790850e+05,-1.767525659434670117e+06
1.774751479446887970e+04,3.092790170832312200e+06,7.670561260561952367e+05,-1.506247192005297868e+06
1.777974255788326263e+04,3.119966836359015666e+06,8.262652954766585026e+05,-1.414454966538114473e+06
1.780717159461975098e+04,3.140590072446458973e+06,8.759972584064373514e+05,-1.335189862502273172e+06
1.788945870471000671e+04,3.188465100247865543e+06,1.021164342654958600e+06,-1.091708954654763686e+06
1.808262541103363037e+04,3.217018860878490377e+06,1.333593020896887640e+06,-4.945738839437632705e+05
1.842503934347629547e+04,2.978938068814170081e+06,1.760851060027175117e+06,5.937024485813523643e+05
1.875057777655124664e+04,2.433978111024995800e+06,1.979979825924988138e+06,1.565842291147229960e+06
1.904921976840496063e+04,1.709159546620938228e+06,2.000157887939037522e+06,2.315471013559834100e+06
1.942723048734664917e+04,5.858851289411804173e+05,1.776012340055573732e+06,2.965311763741658069e+06
1.984833176469802856e+04,-7.552247127816474531e+05,1.237367865604374791e+06,3.198017656496824231e+06
1.999445590984821320e+04,-1.201929247154650046e+06,9.946135532141756266e+05,3.148675211678468622e+06
2.001471630060672760e+04,-1.262091067637367174e+06,9.591860934427609900e+05,3.136558804327571765e+06
2.001833465206623077e+04,-1.272782784693938680e+06,9.528178203516993672e+05,3.134260956482376903e+06
2.002209149563312531e+04,-1.283866447337865829e+06,9.461928118026191369e+05,3.131832285822660197e+06
2.002734695601463318e+04,-1.299341592815506738e+06,9.369030337542907801e+05,3.128361589586188085e+06
2.004311333727836609e+04,-1.345554368391285185e+06,9.088819155682013370e+05,3.117438068628283218e+06
2.008470199954509735e+04,-1.465852910375953186e+06,8.339191568183708005e+05,3.084961737022082321e+06
2.018637577545642853e+04,-1.749087505731279496e+06,6.449452378423437476e+05,2.983537178603613749e+06
2.040884362137317657e+04,-2.303388980310664978e+06,2.113714587624711567e+05,2.657613111163538881e+06
2.060390858137607574e+04,-2.698767305471059866e+06,-1.779443028993312910e+05,2.265225968408389948e+06
2.082426161026954651e+04,-3.024546287211204413e+06,-6.090792303139745491e+05,1.721663356455917470e+06
2.091028376555442810e+04,-3.113676930324397516e+06,-7.706888556558754062e+05,1.485864179066780955e+06
2.091984945368766785e+04,-3.122214587428512983e+06,-7.883384750022655353e+05,1.458950873690219596e+06
2.092834807372093201e+04,-3.129566880425098352e+06,-8.039605052383331349e+05,1.434930866412263131e+06
2.095384393382072449e+04,-3.150303588754432276e+06,-8.504838146936908597e+05,1.362273475037913304e+06
2.102951599252223969e+04,-3.200093358450987376e+06,-9.852940432352544740e+05,1.141744674434166402e+06
2.120868770956993103e+04,-3.246861710542805959e+06,-1.281407315651509678e+06,5.966724123760708608e+05
2.138826117634773254e+04,-3.192851159381000791e+06,-1.538409341923809610e+06,3.198342256767011713e+04
2.139893437063694000e+04,-3.186488863718319219e+06,-1.552254908251829911e+06,-1.779378942328359699e+03
2.140222122132778168e+04,-3.184459083621761296e+06,-1.556484498905944405e+06,-1.217674943769397214e+04
2.140501777815818787e+04,-3.182705978597296868e+06,-1.560070429483431624e+06,-2.102301231378759257e+04
2.141340744864940643e+04,-3.177302814521515742e+06,-1.570757673754978692e+06,-4.756028327032465313e+04
2.143857646000385284e+04,-3.159802228784200735e+06,-1.602178405867782189e+06,-1.271428077531080926e+05
2.151408349394798279e+04,-3.095787552469107788e+06,-1.690513469111667247e+06,-3.652057481987241772e+05
2.173893518245220184e+04,-2.806568871775224805e+06,-1.897195117796348408e+06,-1.057016402459319448e+06
2.191496275496482849e+04,-2.484665829741239082e+06,-1.995578212502146373e+06,-1.564354235415206291e+06
2.205576660871505737e+04,-2.173764111261361279e+06,-2.031996633990299422e+06,-1.937394033814330120e+06
2.223570837450027466e+04,-1.717489207694157260e+06,-2.022772982672451995e+06,-2.359740184455993120e+06
